,X,Bay,Date,Year,Tow,Towindex,Station,Temp,SAL,DO.mg.L,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,std_cpue,Pres,dayl
154,178,Jamaica,2011-07-08,2011,10,30,NA,27.1,24.4,13.19,201.2,0,189,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.96922664
155,179,Jamaica,2011-07-21,2011,1,31,NA,26.8,25.5,5.01,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
156,180,Jamaica,2011-07-21,2011,2,32,NA,27.3,25.3,7.8,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
157,181,Jamaica,2011-07-21,2011,3,33,NA,27.3,25.2,7.64,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
158,182,Jamaica,2011-07-21,2011,4,34,NA,27.3,24.9,10.3,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
159,183,Jamaica,2011-07-21,2011,5,35,NA,27.8,24.2,11.2,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
160,184,Jamaica,2011-07-21,2011,6,36,NA,27.2,25.6,8.12,60.4,0,202,0,NA,NA,NA,NA,60.4,0,4.100989105,0,NA,0,0,14.6908244
161,185,Jamaica,2011-07-21,2011,7,37,NA,27.5,24.8,10.66,201.2,1,202,1.130583272,72,72,72,NA,201.2,0.005603472,5.304299438,1,NA,6,1,14.6908244
162,186,Jamaica,2011-07-21,2011,8,38,NA,27.5,24.4,8.85,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
163,187,Jamaica,2011-07-21,2011,9,39,NA,27.5,24,10.49,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
164,188,Jamaica,2011-07-21,2011,10,40,NA,27.2,24.4,8.97,201.2,0,202,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.6908244
165,189,Jamaica,2011-08-04,2011,1,41,NA,25.8,21.7,5.43,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
166,190,Jamaica,2011-08-04,2011,2,42,NA,26.1,22.1,4.46,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
167,191,Jamaica,2011-08-04,2011,3,43,NA,26.6,23.2,5.64,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
168,192,Jamaica,2011-08-04,2011,4,44,NA,26.7,23.6,5.55,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
169,193,Jamaica,2011-08-04,2011,5,45,NA,26.6,25.6,4.23,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
170,194,Jamaica,2011-08-04,2011,6,46,NA,26.8,25.4,3.81,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
171,195,Jamaica,2011-08-04,2011,7,47,NA,27.1,24.9,3.59,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
172,196,Jamaica,2011-08-04,2011,8,48,NA,27.2,24.8,5.16,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
173,197,Jamaica,2011-08-04,2011,9,49,NA,27,25,3.25,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
174,198,Jamaica,2011-08-04,2011,10,50,NA,27.2,25.2,2.91,201.2,0,216,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.25757311
175,199,Jamaica,2011-08-18,2011,1,51,NA,25.6,23.4,4.72,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
176,200,Jamaica,2011-08-18,2011,2,52,NA,25.8,23.1,5.42,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
177,201,Jamaica,2011-08-18,2011,3,53,NA,26,22.8,4.65,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
178,202,Jamaica,2011-08-18,2011,4,54,NA,26.1,22.9,5.23,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
179,203,Jamaica,2011-08-18,2011,5,55,NA,25.8,23.4,4.31,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
180,204,Jamaica,2011-08-18,2011,6,56,NA,25.7,23.3,5.23,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
181,205,Jamaica,2011-08-18,2011,7,57,NA,26,22.9,3.42,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
182,206,Jamaica,2011-08-18,2011,8,58,NA,26.2,22.6,4.17,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
183,207,Jamaica,2011-08-18,2011,9,59,NA,26.5,22.7,6.04,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
184,208,Jamaica,2011-08-18,2011,10,60,NA,26.3,22.5,4.88,201.2,0,230,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.73027056
185,209,Jamaica,2011-09-14,2011,1,61,NA,25.9,19.9,6.14,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
186,210,Jamaica,2011-09-14,2011,2,62,NA,26.8,19.2,4.92,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
187,211,Jamaica,2011-09-14,2011,3,63,NA,26.8,19.2,4.77,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
188,212,Jamaica,2011-09-14,2011,4,64,NA,26.7,19.3,4.68,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
189,213,Jamaica,2011-09-14,2011,5,65,NA,26.1,19.6,5.02,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
190,214,Jamaica,2011-09-14,2011,6,66,NA,26.4,19.1,5.42,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
191,215,Jamaica,2011-09-14,2011,7,67,NA,26.6,19.1,6.12,191.1,0,257,0,NA,NA,NA,NA,191.1,0,5.252796851,0,NA,0,0,12.57724379
192,216,Jamaica,2011-09-14,2011,8,68,NA,26.5,19.3,5.96,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
193,217,Jamaica,2011-09-14,2011,9,69,NA,26.5,19.4,7.26,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
194,218,Jamaica,2011-09-14,2011,10,70,NA,26.5,19.2,8.69,201.2,0,257,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.57724379
195,228,Moriches,2010-06-09,2010,1,10,2,16,27.9,8.36,281.6,2,160,2.955352708,52.18844735,48,57,6.363961031,281.6,0.010440172,5.640487624,3,NA,10,1,15.01237101
196,229,Moriches,2010-06-09,2010,2,11,3,16.7,27.7,8.86,321.9,0,160,0,NA,NA,NA,NA,321.9,0,5.774240938,0,NA,0,0,15.01237101
197,230,Moriches,2010-06-09,2010,3,12,5,18,25.1,8.63,295,0,160,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,15.01237101
198,231,Moriches,2010-06-09,2010,4,13,7,19.1,25.2,9.04,281.6,0,160,0,NA,NA,NA,NA,281.6,0,5.640487624,0,NA,0,0,15.01237101
199,232,Moriches,2010-06-09,2010,5,14,11,19.1,25.4,8.78,308.5,3,160,5.288199899,38.14555936,32,43,5.686240703,308.5,0.016996392,5.731721843,5,NA,17,1,15.01237101
200,233,Moriches,2010-06-09,2010,6,15,15,19.8,24,9.29,295,3,160,5.344356231,37.65308196,36,39,1.527525232,295,0.017954314,5.686975356,5,NA,18,1,15.01237101
201,234,Moriches,2010-06-09,2010,7,16,19,20.1,23.8,10.2,295,3,160,5.415898768,35.96144187,34,39,2.645751311,295,0.018192487,5.686975356,5,NA,18,1,15.01237101
202,235,Moriches,2010-06-09,2010,8,17,14,19.4,24.4,9.19,225.3,7,160,12.36007044,37.73772223,32,46,5.715476066,225.3,0.05340853,5.417432847,12,NA,53,1,15.01237101
203,236,Moriches,2010-06-09,2010,9,18,9,18.9,25,8.7,308.5,5,160,7.050784874,54.87226871,40,79,15.25450753,308.5,0.022597792,5.731721843,7,NA,23,1,15.01237101
204,237,Moriches,2010-06-09,2010,10,19,4,18.6,25.3,8.06,308.5,2,160,3.503618489,37.41741762,30,46,11.3137085,308.5,0.011292942,5.731721843,4,NA,11,1,15.01237101
205,238,Moriches,2010-06-25,2010,1,20,2,18.7,28.9,8.48,201.2,0,176,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,15.0940071
206,239,Moriches,2010-06-25,2010,2,21,3,17.7,29.1,8.78,174.3,0,176,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.0940071
207,240,Moriches,2010-06-25,2010,3,22,4,17.6,29.2,8.75,241.4,0,176,0,NA,NA,NA,NA,241.4,0,5.486455309,0,NA,0,0,15.0940071
208,241,Moriches,2010-06-25,2010,4,23,5,19.3,28.7,8.8,201.2,1,176,1.397281537,56,56,56,NA,201.2,0.006920736,5.304299438,1,NA,7,1,15.0940071
209,242,Moriches,2010-06-25,2010,5,24,7,20.1,28.3,8.07,241.4,1,176,1.02766066,90,90,90,NA,241.4,0.004248051,5.486455309,1,NA,4,1,15.0940071
210,243,Moriches,2010-06-25,2010,6,25,8,21.1,27.8,8.66,187.8,11,176,14.41812763,60.65866878,50,78,10.1076029,187.8,0.073969388,5.235377567,14,NA,74,1,15.0940071
211,244,Moriches,2010-06-25,2010,7,26,11,24.3,26.2,8.21,228,11,176,14.23844146,62.05423344,47,84,13.89113517,228,0.060576907,5.429345629,14,NA,61,1,15.0940071
212,245,Moriches,2010-06-25,2010,8,27,15,24.6,25,8.58,214.6,13,176,16.25204974,64.83803614,53,88,11.70798544,214.6,0.073001198,5.36877583,16,NA,73,1,15.0940071
213,246,Moriches,2010-06-25,2010,9,28,20,26,24.2,8.56,201.2,7,176,9.525553601,57.39263775,44,71,9.658452997,201.2,0.046257155,5.304299438,10,NA,46,1,15.0940071
214,247,Moriches,2010-06-25,2010,10,29,22,26.8,22.4,9.23,201.2,2,176,2.177888062,76.93926931,74,80,4.242640687,201.2,0.010766328,5.304299438,2,NA,11,1,15.0940071
215,248,Moriches,2010-07-15,2010,1,30,2,22.2,29.1,7.74,268.2,0,196,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.83649563
216,249,Moriches,2010-07-15,2010,2,31,5,21.8,29.5,8.81,268.2,0,196,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.83649563
217,250,Moriches,2010-07-15,2010,3,32,7,22.8,28.7,8.42,268.2,2,196,2.02556168,101.4301537,93,110,12.02081528,268.2,0.007524053,5.591732971,2,NA,8,1,14.83649563
218,251,Moriches,2010-07-15,2010,4,33,8,22.4,29.2,9.01,268.2,5,196,6.636792596,60.02945681,50,81,11.64903429,268.2,0.024444469,5.591732971,7,NA,24,1,14.83649563
219,252,Moriches,2010-07-15,2010,5,34,11,23,28.5,8.41,268.2,0,196,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.83649563
220,253,Moriches,2010-07-15,2010,6,35,13,22.9,28.6,8.57,268.2,3,196,5.278345021,63.94939255,52,103,24.37211521,268.2,0.019489471,5.591732971,5,NA,19,1,14.83649563
221,254,Moriches,2010-07-15,2010,7,36,16,23.4,28.1,9.36,268.2,4,196,3.925327733,60.23870228,57,63,3.055050463,268.2,0.014529753,5.591732971,4,NA,15,1,14.83649563
222,255,Moriches,2010-07-15,2010,8,37,18,24.5,27.6,8.94,268.2,5,196,6.428167147,61.48951343,54,68,5.118593557,268.2,0.023685092,5.591732971,6,NA,24,1,14.83649563
223,256,Moriches,2010-07-15,2010,9,38,22,23.5,28.4,8.81,268.2,3,196,3.742129262,65.00525176,52,81,14.50287328,268.2,0.013856313,5.591732971,4,NA,14,1,14.83649563
224,257,Moriches,2010-07-15,2010,10,39,20,23.4,28.3,8.42,268.2,5,196,6.90157514,59.11972987,38,111,29.77750829,268.2,0.025407423,5.591732971,7,NA,25,1,14.83649563
225,258,Moriches,2010-07-28,2010,1,40,1,21.6,29.8,7.62,187.8,0,209,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,14.48870861
226,259,Moriches,2010-07-28,2010,2,41,2,21.4,29.8,7.56,228,0,209,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,14.48870861
227,260,Moriches,2010-07-28,2010,3,42,6,22.2,29.5,7.32,201.2,0,209,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.48870861
228,261,Moriches,2010-07-28,2010,4,43,8,24,28.1,7.54,214.6,9,209,11.98961019,59.35020623,50,77,8.343327341,214.6,0.054364666,5.36877583,12,NA,54,1,14.48870861
229,262,Moriches,2010-07-28,2010,5,44,11,25.4,26.5,7.57,214.6,4,209,4.886354624,68.21183772,52,93,17.42364294,214.6,0.022514235,5.36877583,5,NA,23,1,14.48870861
230,263,Moriches,2010-07-28,2010,6,45,14,26.2,25.3,7.26,214.6,1,209,1.534401164,50,50,50,NA,214.6,0.007124612,5.36877583,2,NA,7,1,14.48870861
231,264,Moriches,2010-07-28,2010,7,46,15,25.8,25.6,7.17,214.6,2,209,2.318303553,69.83379696,66,74,5.656854249,214.6,0.010744971,5.36877583,2,NA,11,1,14.48870861
232,265,Moriches,2010-07-28,2010,8,47,17,26.6,24.9,7.62,214.6,1,209,1.056242824,82,82,82,NA,214.6,0.004909841,5.36877583,1,NA,5,1,14.48870861
233,266,Moriches,2010-07-28,2010,9,48,20,23.9,27.9,7.05,160.9,5,209,8.043438393,44.84519852,32,62,10.86278049,160.9,0.048780921,5.080783054,8,NA,49,1,14.48870861
234,267,Moriches,2010-07-28,2010,10,49,22,24.7,27.3,7.17,201.2,0,209,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.48870861
235,268,Moriches,2010-08-13,2010,1,50,22,23,29.3,6.32,241.4,0,225,0,NA,NA,NA,NA,241.4,0,5.486455309,0,NA,0,0,13.92678572
236,269,Moriches,2010-08-13,2010,2,51,21,23.2,29,6.15,241.4,1,225,1.066899923,80,80,80,NA,241.4,0.004409897,5.486455309,1,NA,4,1,13.92678572
237,270,Moriches,2010-08-13,2010,3,52,19,23.5,28.7,3.94,241.4,0,225,0,NA,NA,NA,NA,241.4,0,5.486455309,0,NA,0,0,13.92678572
238,271,Moriches,2010-08-13,2010,4,53,15,23.6,28.5,6.25,281.6,0,225,0,NA,NA,NA,NA,281.6,0,5.640487624,0,NA,0,0,13.92678572
239,272,Moriches,2010-08-13,2010,5,54,14,23.7,28.6,6.6,281.6,0,225,0,NA,NA,NA,NA,281.6,0,5.640487624,0,NA,0,0,13.92678572
240,273,Moriches,2010-08-13,2010,6,55,13,23.7,28.9,6.73,281.6,1,225,1.013397529,98,98,98,NA,281.6,0.003592253,5.640487624,1,NA,4,1,13.92678572
241,274,Moriches,2010-08-13,2010,7,56,9,23.3,29.8,7.19,281.6,0,225,0,NA,NA,NA,NA,281.6,0,5.640487624,0,NA,0,0,13.92678572
242,275,Moriches,2010-08-13,2010,8,57,4,23.4,29.9,7.37,281.6,0,225,0,NA,NA,NA,NA,281.6,0,5.640487624,0,NA,0,0,13.92678572
243,276,Moriches,2010-08-13,2010,9,58,3,23.4,29.5,7.33,308.5,0,225,0,NA,NA,NA,NA,308.5,0,5.731721843,0,NA,0,0,13.92678572
244,277,Moriches,2010-08-13,2010,10,59,1,23.1,29.9,7.22,308.5,0,225,0,NA,NA,NA,NA,308.5,0,5.731721843,0,NA,0,0,13.92678572
245,278,Moriches,2010-08-27,2010,1,60,1,21.7,30.2,10.04,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
246,279,Moriches,2010-08-27,2010,2,61,5,22.3,29.6,10.6,268.2,1,239,1.036180632,87,87,87,NA,268.2,0.003856018,5.591732971,1,NA,4,1,13.3595972
247,280,Moriches,2010-08-27,2010,3,62,9,22,29.7,10.77,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
248,281,Moriches,2010-08-27,2010,4,63,11,22.6,27.8,12.29,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
249,282,Moriches,2010-08-27,2010,5,64,15,22.6,28.1,11.63,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
250,283,Moriches,2010-08-27,2010,6,65,19,23.1,27.8,8.51,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
251,284,Moriches,2010-08-27,2010,7,66,22,22.9,27.9,9.19,268.2,0,239,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.3595972
252,285,Moriches,2010-08-27,2010,8,67,22,22.8,28.4,8.09,268.2,1,239,1.007059741,105,105,105,NA,268.2,0.003747851,5.591732971,1,NA,4,1,13.3595972
253,286,Moriches,2010-09-10,2010,1,68,2,21.6,29,6.51,228,0,253,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.75418488
254,287,Moriches,2010-09-10,2010,2,69,4,21.6,29,6.81,228,0,253,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.75418488
255,288,Moriches,2010-09-10,2010,3,70,7,21.6,28.8,7.01,201.2,0,253,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.75418488
256,289,Moriches,2010-09-10,2010,4,71,12,21.5,28.9,6.69,201.2,0,253,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.75418488
257,290,Moriches,2010-09-10,2010,5,72,13,21.7,28.5,6.89,228,0,253,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.75418488
258,291,Moriches,2010-09-10,2010,6,73,15,20.7,29,6.99,201.2,0,253,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.75418488
259,292,Moriches,2010-09-10,2010,7,74,19,20.9,28.7,6.81,228,0,253,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.75418488
260,293,Moriches,2010-09-10,2010,8,75,22,21.6,28,7.54,228,0,253,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.75418488
261,294,Moriches,2010-09-21,2010,1,76,1,21.1,30,7.26,228,1,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
262,295,Moriches,2010-09-21,2010,2,77,6,20.9,29.5,7.23,201.2,0,264,1.006440421,106,106,106,NA,201.2,0.00498972,5.304299438,1,NA,5,1,12.26531359
263,296,Moriches,2010-09-21,2010,3,78,7,20.9,29.5,7.65,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
264,297,Moriches,2010-09-21,2010,4,79,11,20.9,29.1,7.68,201.2,1,264,1.009294924,102,102,102,NA,201.2,0.005003836,5.304299438,1,NA,5,1,12.26531359
265,298,Moriches,2010-09-21,2010,5,80,15,21.1,29,7.23,201.2,0,264,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,12.26531359
266,299,Moriches,2010-09-21,2010,6,81,18,21.2,28.1,7.42,228,1,264,1.014675972,97,97,97,NA,228,0.00444046,5.429345629,1,NA,4,1,12.26531359
267,300,Moriches,2010-09-21,2010,7,82,20,21.4,28.9,7.43,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
268,301,Moriches,2010-09-21,2010,8,83,23,21.1,28.5,7.42,228,1,264,1.003084725,114,114,114,NA,228,0.004389845,5.429345629,1,NA,4,1,12.26531359
269,302,Moriches,2010-10-13,2010,1,84,4,17.4,29.3,7.3,228,1,286,1.003382455,113,113,113,NA,228,0.004391145,5.429345629,1,NA,4,1,11.28502031
270,303,Moriches,2010-10-13,2010,2,85,6,17.4,29.5,6.73,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
271,304,Moriches,2010-10-13,2010,3,86,7,17.3,29.6,7.48,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
272,305,Moriches,2010-10-13,2010,4,87,10,17.4,29.1,7.67,228,1,286,1.000929535,127,127,127,NA,228,0.004380434,5.429345629,1,NA,4,1,11.28502031
273,306,Moriches,2010-10-13,2010,5,88,11,17.6,28.8,7.16,228,1,286,1.000369026,137,137,137,NA,228,0.004377986,5.429345629,1,NA,4,1,11.28502031
274,307,Moriches,2010-10-13,2010,6,89,16,17.6,28.4,8.13,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
275,308,Moriches,2010-10-13,2010,7,90,21,17.6,27,8.32,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
276,309,Moriches,2010-10-13,2010,8,91,22,17.2,27.4,8.4,235.6,0,286,0,NA,NA,NA,NA,235.6,0,5.462135452,0,NA,0,0,11.28502031
277,310,Moriches,2011-06-07,2011,1,1,NA,20.8,27.3,8.39,187.8,0,158,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,14.98421914
278,311,Moriches,2011-06-07,2011,2,2,NA,21.8,27.2,8.64,228,0,158,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,14.98421914
279,312,Moriches,2011-06-07,2011,3,3,NA,21.7,27.2,8.3,174.3,1,158,1.858356313,32,32,32,NA,174.3,0.01060539,5.160777953,2,NA,11,1,14.98421914
280,313,Moriches,2011-06-07,2011,4,4,NA,21.5,26.9,8.19,295,0,158,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,14.98421914
281,314,Moriches,2011-06-07,2011,5,5,NA,22.1,27.4,8.2,174.3,2,158,3.426539216,39.18073736,31,49,12.72792206,174.3,0.01946812,5.160777953,3,NA,19,1,14.98421914
282,315,Moriches,2011-06-07,2011,6,6,NA,22.2,26.9,8.18,174.3,6,158,8.705251015,53.36136934,45,60,4.885352256,174.3,0.048736894,5.160777953,9,NA,49,1,14.98421914
283,316,Moriches,2011-06-07,2011,7,7,NA,23.3,25.8,8.19,69.7,0,158,0,NA,NA,NA,NA,69.7,0,4.244200318,0,NA,0,0,14.98421914
284,317,Moriches,2011-06-07,2011,8,8,NA,23.3,25.8,8.19,69.7,1,158,1.60231878,47,47,47,NA,69.7,0.022728531,4.244200318,2,NA,23,1,14.98421914
285,318,Moriches,2011-06-30,2011,1,9,NA,23.4,26.9,6.05,174.3,1,181,7.769200215,62.32284867,36,88,20.12958022,174.3,0.043608883,5.160777953,8,NA,44,1,15.06580691
286,319,Moriches,2011-06-30,2011,2,10,NA,24.1,26.8,5.36,174.3,1,181,8.489423276,67.33751895,32,95,20.02260627,174.3,0.047556845,5.160777953,8,NA,48,1,15.06580691
287,320,Moriches,2011-06-30,2011,3,11,NA,24.7,26.5,5.54,174.3,0,181,8.505145604,53.83006975,36,64,10.55304064,174.3,0.047642855,5.160777953,9,NA,48,1,15.06580691
288,321,Moriches,2011-06-30,2011,4,12,NA,24.3,26.7,5.37,174.3,0,181,8.916645971,49.73186395,33,69,14.35270009,174.3,0.049891358,5.160777953,9,NA,50,1,15.06580691
289,322,Moriches,2011-06-30,2011,5,13,NA,24.4,26.4,6.12,174.3,0,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
290,323,Moriches,2011-06-30,2011,6,14,NA,24,26.2,6.26,174.3,0,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
291,324,Moriches,2011-06-30,2011,7,15,NA,24.1,27.1,6.2,174.3,0,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
292,325,Moriches,2011-06-30,2011,8,16,NA,21.3,27.8,7.51,174.3,0,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
293,326,Moriches,2011-06-30,2011,9,17,NA,22.1,28.2,7.66,174.3,2,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
294,327,Moriches,2011-06-30,2011,10,18,NA,21.5,27.7,9.06,174.3,2,181,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.06580691
295,328,Moriches,2011-07-12,2011,1,19,NA,26,25.1,5.11,201.2,17,193,19.38846886,72.89608638,60,97,9.513921688,201.2,0.091999396,5.304299438,19,NA,92,1,14.89857102
296,329,Moriches,2011-07-12,2011,2,20,NA,25.8,25.7,5.73,201.2,11,193,12.43717901,76.94744845,55,99,14.9417049,201.2,0.059979713,5.304299438,12,NA,60,1,14.89857102
297,330,Moriches,2011-07-12,2011,3,21,NA,26.7,24.8,5.6,201.2,11,193,13.16289278,68.77548454,57,96,11.93162338,201.2,0.063370901,5.304299438,13,NA,63,1,14.89857102
298,331,Moriches,2011-07-12,2011,4,22,NA,26.6,24.7,6.06,201.2,10,193,10.59918391,85.01436883,69,99,10.81408547,201.2,0.051339142,5.304299438,11,NA,51,1,14.89857102
299,332,Moriches,2011-07-12,2011,5,23,NA,26.4,25.4,5.75,201.2,3,193,3.131728189,86.20559265,79,94,7.505553499,201.2,0.015445353,5.304299438,3,NA,15,1,14.89857102
300,333,Moriches,2011-07-12,2011,6,24,NA,27.3,24.5,6.62,201.2,7,193,7.641405401,81.33268948,65,104,14.71636601,201.2,0.0372757,5.304299438,8,NA,37,1,14.89857102
301,334,Moriches,2011-07-12,2011,7,25,NA,27.3,24.4,6.9,201.2,0,193,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.89857102
302,335,Moriches,2011-07-12,2011,8,26,NA,27.3,24.6,6.67,201.2,2,193,2.361026996,68.90228393,62,77,10.60660172,201.2,0.011666409,5.304299438,2,NA,12,1,14.89857102
303,336,Moriches,2011-07-12,2011,9,27,NA,26.8,24.8,5.44,201.2,1,193,1.061355468,81,81,81,NA,201.2,0.005261262,5.304299438,1,NA,5,1,14.89857102
304,337,Moriches,2011-07-12,2011,10,28,NA,27.7,24.2,8.14,201.2,0,193,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.89857102
305,338,Moriches,2011-07-26,2011,1,29,NA,23.4,28.1,5.13,201.2,2,207,2.197683727,76.28678031,71,82,7.778174593,201.2,0.010863658,5.304299438,2,NA,11,1,14.54967393
306,339,Moriches,2011-07-26,2011,2,30,NA,23.5,28.3,4.8,201.2,1,207,1.110988139,74,74,74,NA,201.2,0.005506621,5.304299438,1,NA,6,1,14.54967393
307,340,Moriches,2011-07-26,2011,3,31,NA,23.6,28.6,5.55,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
308,341,Moriches,2011-07-26,2011,4,32,NA,23.7,28.5,5.2,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
